Title,Director,Star Cast,Year,IMDb Rating,MetaScore,Certificates,Genre,Second_Genre,Third_Genre,Poster-src,Duration (minutes)
Zookeeper,Frank Coraci,Kevin James,2011,5.2,30.0,PG,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BMTMyNjYyODk0Ml5BMl5BanBnXkFtZTcwNDUzOTczNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",102.0
Delivery Man,Ken Scott,Vince Vaughn,2013,6.3,44.0,PG-13,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMjIxNjc2MzMzMl5BMl5BanBnXkFtZTgwMjA5NjM0MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",105.0
Asterix & Obelix: Mission Cleopatra,Alain Chabat,Gérard Depardieu,2002,6.7,57.1,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BM2Q3NmUzNjAtM2VjMS00MGU3LWE4YjEtZTM1NDM0YTdlOWRkXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_QL75_UY281_CR4,0,190,281_.jpg",107.0
The Jungle Book,Stephen Sommers,Jason Scott Lee,1994,6.0,63.0,PG,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BMjRjNDk2NTItZGQ1OS00OGU0LWJhMzUtNmZkNDE4NDg0MDMyXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",111.0
"Yours, Mine and Ours",Melville Shavelson,Lucille Ball,1968,7.1,57.1,Unrated,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BOTlhNzYyNzctNmYwOS00OGE3LTgyZWQtYzJkNmEzZGY3NjNjXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UX190_CR0,2,190,281_.jpg",111.0
Zombies 3,Paul Hoen,Milo Manheim,2022,5.4,57.1,TV-G,Drama,Family,Musical,"https://m.media-amazon.com/images/M/MV5BZDg4MjVhZDQtM2RiNC00NzZkLWI4MWMtMjkxNjMyZGM3ZmRmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY281_CR18,0,190,281_.jpg",88.0
Hocus Pocus 2,Anne Fletcher,Bette Midler,2022,6.0,56.0,PG,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BYTBkMGY0MTMtZmM1Yi00MWY1LWI0ZGYtY2Q1ZGM0MTQ5Nzk3XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX190_CR0,0,190,281_.jpg",103.0
Marcel the Shell with Shoes On,Dean Fleischer Camp,Jenny Slate,2021,7.7,80.0,PG,Animation,Comedy,Drama,"https://m.media-amazon.com/images/M/MV5BODgzZGEwZGQtZjA2Mi00OTI5LWIwZmYtZDQ4OTMxODE0YmU4XkEyXkFqcGdeQXVyOTQ5MDIyNDM@._V1_QL75_UX190_CR0,2,190,281_.jpg",90.0
Children of Heaven,Majid Majidi,Mohammad Amir Naji,1997,8.2,77.0,PG,Drama,Family,Sport,"https://m.media-amazon.com/images/M/MV5BZTYwZWQ4ZTQtZWU0MS00N2YwLWEzMDItZWFkZWY0MWVjODVhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,5,190,281_.jpg",89.0
Young Hearts,Anthony Schatteman,Lou Goossens,2024,8.1,57.1,PG,Drama,Family,Family,"https://m.media-amazon.com/images/M/MV5BMThmNGM2NmItMjdhYi00OTUwLWFiMDctNzkyMDE0YWVjZDQ2XkEyXkFqcGdeQXVyOTU3OTY0ODc@._V1_QL75_UY281_CR4,0,190,281_.jpg",100.0
Jason and the Argonauts,Don Chaffey,Todd Armstrong,1963,7.3,69.0,G,Action,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BN2NiMWEwZmYtNGIzNi00NjllLTg0ZTUtODQ0MDgwMGZkZWE2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,5,190,281_.jpg",104.0
The Lego Ninjago Movie,Charlie Bean,Jackie Chan,2017,6.0,55.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BNDI3MDljMTQtYzBiYS00NDk2LTlhYzUtYmM0NWIyMmZkMDZkXkEyXkFqcGdeQXVyNjk5NDA3OTk@._V1_QL75_UY281_CR4,0,190,281_.jpg",101.0
Mr. Bean's Holiday,Steve Bendelack,Rowan Atkinson,2007,6.4,56.0,G,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BZjBhN2MzMjYtMzUzNi00MWM0LWJjNWUtYjJiYzZjYTQ3Mjg4XkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",90.0
The Last Unicorn,Jules Bass,Jeff Bridges,1982,7.3,70.0,G,Animation,Adventure,Drama,"https://m.media-amazon.com/images/M/MV5BMTE3Y2JlODQtZjQyMS00N2VhLTkzNzItMzBjYzg5NWQxZjNkXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",92.0
The Rookie,John Lee Hancock,Dennis Quaid,2002,6.9,72.0,G,Drama,Family,Sport,"https://m.media-amazon.com/images/M/MV5BNDYyODhiNmQtYzI2Ni00NDRjLWIwYzYtN2M5MjM4YTYwNzM4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg",127.0
Little Monsters,Richard Greenberg,Fred Savage,1989,6.0,57.1,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BM2VjOThmNjktNGE1ZS00NWY3LThlMzItOWEyZjMwOGI4ZDNmXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UX190_CR0,2,190,281_.jpg",100.0
Dumbo,Tim Burton,Colin Farrell,2019,6.3,51.0,PG,Adventure,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BNjMxMDE0MDI1Ml5BMl5BanBnXkFtZTgwMzExNTU3NjM@._V1_QL75_UX190_CR0,0,190,281_.jpg",112.0
A Christmas Story,Bob Clark,Peter Billingsley,1983,7.9,77.0,PG,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BOWMyNjE0MzEtMzVjNy00NjIxLTg0ZjMtMWJhNGI1YmVjYTczL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,4,190,281_.jpg",93.0
The Grinch,Yarrow Cheney,Benedict Cumberbatch,2018,6.4,51.0,PG,Animation,Comedy,Drama,"https://m.media-amazon.com/images/M/MV5BYmE5Yjg0MzktYzgzMi00YTFiLWJjYTItY2M5MmI1ODI4MDY3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,10,190,281_.jpg",85.0
Beauty and the Beast,Christophe Gans,Vincent Cassel,2014,6.4,39.0,PG-13,Drama,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BODhiZDEzM2MtOTAyMS00NGYwLThjMTYtZDc4OGZkYjU0NTg5XkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_QL75_UY281_CR9,0,190,281_.jpg",112.0
"20,000 Leagues Under the Sea",Richard Fleischer,Kirk Douglas,1954,7.2,83.0,G,Adventure,Drama,Family,"https://m.media-amazon.com/images/M/MV5BODYxOTMyM2EtNzUzNC00Yjg2LTg3MjYtZTIyNjhiYzc1NTlkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,3,190,281_.jpg",127.0
Pete's Dragon,Don Chaffey,Sean Marshall,1977,6.3,46.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMjJkMjcyOTktYTIwNC00MTY3LWE4ZTAtMTdlODg0NDE3YTQ1XkEyXkFqcGdeQXVyNjM1MTQ0NTQ@._V1_QL75_UX190_CR0,5,190,281_.jpg",128.0
The Sword in the Stone,Wolfgang Reitherman,Rickie Sorensen,1963,7.1,61.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BODc2MjAyZDYtNWYwZi00YTQwLWE0ZDMtMjM2NTJmYWMxMmQ0XkEyXkFqcGdeQXVyNTQxMTIxMTk@._V1_QL75_UX190_CR0,4,190,281_.jpg",79.0
Kubo and the Two Strings,Travis Knight,Charlize Theron,2016,7.7,84.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMjA2Mzg2NDMzNl5BMl5BanBnXkFtZTgwMjcwODUzOTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",101.0
Because of Winn-Dixie,Wayne Wang,AnnaSophia Robb,2005,6.4,54.0,PG,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMTA3NDYzNDE0MjBeQTJeQWpwZ15BbWU3MDc3NjA3MzM@._V1_QL75_UX190_CR0,0,190,281_.jpg",106.0
Surf Ninjas,Neal Israel,Ernie Reyes Sr.,1993,5.1,57.1,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BOTA2NjUyOTYtODEyMy00OTE1LWFhOWYtZDhhNWU1MWYwMjA3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY281_CR1,0,190,281_.jpg",87.0
Diary of a Wimpy Kid: Dog Days,David Bowers,Zachary Gordon,2012,6.3,54.0,PG,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BMTc2MTk4MTk4Nl5BMl5BanBnXkFtZTcwMzgzOTY2Nw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",94.0
Jungle 2 Jungle,John Pasquin,Tim Allen,1997,5.2,42.0,PG,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BZTA5YmE3OTMtYjc1NS00Njk0LWI2OTYtZTM0ZjhmMWZlNjI5XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_QL75_UX190_CR0,3,190,281_.jpg",105.0
Oliver & Company,George Scribner,Joey Lawrence,1988,6.6,58.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTI5NTE2OTQtN2YyZi00OTI5LTljMmEtMDZlMTk0MzNmZmY5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,9,190,281_.jpg",74.0
A Wrinkle in Time,Ava DuVernay,Storm Reid,2018,4.3,53.0,PG,Adventure,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMjMxNjQ5MTI3MV5BMl5BanBnXkFtZTgwMjQ2MTAyNDM@._V1_QL75_UX190_CR0,0,190,281_.jpg",109.0
Like Mike,John Schultz,Shad Moss,2002,5.4,47.0,PG,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BNWM1MGI4ZDgtMjExYi00ZjcwLTgxMzktMDMyZDIxZWU1MWVhXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX190_CR0,0,190,281_.jpg",99.0
Planes,Klay Hall,Carlos Alazraqui,2013,5.7,39.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMjAwODc5NzYzOF5BMl5BanBnXkFtZTcwNTk4MjEzOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",91.0
The Black Cauldron,Ted Berman,Grant Bardsley,1985,6.3,59.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BNDdiZjQ1NDctZWQ2Mi00ZTJhLWIxYmYtYzdjYTcxMjYwMjRhXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,3,190,281_.jpg",80.0
Stars in My Crown,Jacques Tourneur,Joel McCrea,1950,7.4,57.1,Approved,Family,Western,Family,"https://m.media-amazon.com/images/M/MV5BNmViMDg3N2YtMTkxYy00N2RjLTg4OTQtOGE3N2ViNjU0MmRkXkEyXkFqcGdeQXVyNTEwNDcxNDc@._V1_QL75_UX190_CR0,5,190,281_.jpg",89.0
Clifford the Big Red Dog,Walt Becker,Darby Camp,2021,5.9,55.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BZGIxYTU5MzctY2MzNS00MTRhLWEwM2UtY2Q5Mzk3OTAzMzcwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UY281_CR0,0,190,281_.jpg",96.0
Bedknobs and Broomsticks,Robert Stevenson,Angela Lansbury,1971,7.0,59.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTUxMTY3MTE5OF5BMl5BanBnXkFtZTgwNTQ0ODgxMzE@._V1_QL75_UX190_CR0,3,190,281_.jpg",117.0
Where the Wild Things Are,Spike Jonze,Max Records,2009,6.7,71.0,PG,Adventure,Drama,Family,"https://m.media-amazon.com/images/M/MV5BNzQ1NzAwODEwM15BMl5BanBnXkFtZTcwNTE4MjI4Mg@@._V1_QL75_UY281_CR0,0,190,281_.jpg",101.0
Yes Day,Miguel Arteta,Jennifer Garner,2021,5.7,46.0,PG,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BNTMwMzA4YzYtMzkwNC00N2ZhLTk5MjQtMjg3ODA3NDY3ZmVmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",86.0
Storks,Nicholas Stoller,Andy Samberg,2016,6.8,56.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTYxNjI3MzcwMF5BMl5BanBnXkFtZTgwOTIyNDY5OTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",87.0
Wallace & Gromit: The Curse of the Were-Rabbit,Steve Box,Peter Sallis,2005,7.5,87.0,G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BZmExY2Y3NGQtMzg5ZC00MGY1LTk3ZjktNWYyYzYwMTA1MTUwXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UY281_CR1,0,190,281_.jpg",85.0
Confessions of a Teenage Drama Queen,Sara Sugarman,Lindsay Lohan,2004,4.7,33.0,PG,Comedy,Family,Music,"https://m.media-amazon.com/images/M/MV5BMTIzMDE0MDQ5Ml5BMl5BanBnXkFtZTcwNTUwMDUyMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",89.0
Pinocchio,Norman Ferguson,Dickie Jones,1940,7.5,99.0,Approved,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTU4Mzk3ODIyOF5BMl5BanBnXkFtZTgwODgyNzk2NjE@._V1_QL75_UX190_CR0,4,190,281_.jpg",88.0
Pan,Joe Wright,Levi Miller,2015,5.7,36.0,PG,Action,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMzk2MDg5MDczMl5BMl5BanBnXkFtZTgwNTE2NjYyNjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",111.0
Alvin and the Chipmunks: The Road Chip,Walt Becker,Jason Lee,2015,4.9,33.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMTcyNDY0MjY2M15BMl5BanBnXkFtZTgwMTU3Mjk4NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",92.0
Back to the Outback,Harry Cripps,Eric Bana,2021,6.5,58.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMmU0YzExYjctOGM0Yy00NzdkLTgxOGEtYjAwNzcxZGY4YTBiXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UX190_CR0,0,190,281_.jpg",95.0
Vivo,Kirk DeMicco,Lin-Manuel Miranda,2021,6.7,66.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMzk2ODc3OTEtNjUwNC00NGI1LTkzOWItZTY3NGYxZDUzZWY5XkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_QL75_UY281_CR4,0,190,281_.jpg",95.0
Antz,Eric Darnell,Woody Allen,1998,6.5,73.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BYzQ0MTU4ODQtZGFhNy00NWI5LTk3ZjEtNDI2MTlhZThmZGQ2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,1,190,281_.jpg",83.0
Cheaper by the Dozen 2,Adam Shankman,Steve Martin,2005,5.5,34.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BOWFhMjQ5ZDgtZTUwZC00Mjg0LTk1OGYtYTA2ZDMxZmE4ZjYzXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UY281_CR3,0,190,281_.jpg",94.0
High School Musical 3: Senior Year,Kenny Ortega,Zac Efron,2008,5.0,57.0,G,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BNDE1NjU2NTMyNV5BMl5BanBnXkFtZTcwMTg3NDA3MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",112.0
Cloudy with a Chance of Meatballs 2,Cody Cameron,Bill Hader,2013,6.3,59.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTYzNDM0MDI1NF5BMl5BanBnXkFtZTcwNzQ5NzYxOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",95.0
Like Stars on Earth,Aamir Khan,Darsheel Safary,2007,8.3,57.1,PG,Drama,Family,Family,"https://m.media-amazon.com/images/M/MV5BMDhjZWViN2MtNzgxOS00NmI4LThiZDQtZDI3MzM4MDE4NTc0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR4,0,190,281_.jpg",162.0
*batteries not included,Matthew Robbins,Hume Cronyn,1987,6.6,54.0,PG,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BM2JlMDgxOTYtNmI2My00YzY1LWIyZTgtYzY0MjY3Y2RiZmY2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX190_CR0,2,190,281_.jpg",107.0
Osmosis Jones,Bobby Farrelly,Laurence Fishburne,2001,6.3,57.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BOTJlOGNhYTItYzdlOC00MWY1LWI1NzgtMGRjMmJiYzA0MTRlXkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_QL75_UX190_CR0,1,190,281_.jpg",95.0
The Music Man,Morton DaCosta,Robert Preston,1962,7.7,76.0,G,Comedy,Family,Musical,"https://m.media-amazon.com/images/M/MV5BMTU4YWE5NzMtZmFlYS00MjQwLTk0YzctZjJhMGZmZGYwNTA3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg",151.0
The Borrowers,Peter Hewitt,John Goodman,1997,5.9,57.1,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMDQ1OTk3OWItZjVhYy00YWFlLWE1N2ItN2U1MDVlZmE5YWZlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",89.0
Hannah Montana: The Movie,Peter Chelsom,Miley Cyrus,2009,4.7,47.0,G,Comedy,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMTkxNjUxODY3NF5BMl5BanBnXkFtZTcwMjQyMzMzMg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",102.0
Penguins of Madagascar,Eric Darnell,Tom McGrath,2014,6.6,53.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMTEyMDg4MDU4MjdeQTJeQWpwZ15BbWU4MDQyOTc3MjIx._V1_QL75_UX190_CR0,0,190,281_.jpg",92.0
The Munsters,Rob Zombie,Sheri Moon Zombie,2022,4.5,57.0,PG,Comedy,Family,Fantasy,"https://m.media-amazon.com/images/M/MV5BYmYyYWQ2ZmEtYTEzZi00OGExLWE0YTItOGYyODBhY2M4NDI1XkEyXkFqcGdeQXVyNTYzMTc4MzY@._V1_QL75_UY281_CR5,0,190,281_.jpg",109.0
Slumberland,Francis Lawrence,Jason Momoa,2022,6.7,40.0,PG,Adventure,Comedy,Drama,"https://m.media-amazon.com/images/M/MV5BNDUzMzE3NDktN2JmOC00ZjJmLTg0NmMtODE0NDkzNDE5OGYwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UY281_CR18,0,190,281_.jpg",117.0
The Next Karate Kid,Christopher Cain,Pat Morita,1994,4.5,36.0,PG,Action,Drama,Family,"https://m.media-amazon.com/images/M/MV5BODFjOTk3NTMtNTZkYi00ZWVjLTg2ZDItMTM1ODVlMDA0MmViXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_QL75_UX190_CR0,1,190,281_.jpg",107.0
Big City Greens the Movie: Spacecation,Anna O'Brian,Anna Akana,2024,6.4,57.1,TV-Y7,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMWQxNDg0NDMtNjExZC00MTgwLWE0YmMtMWVlNGY0NTY5YjgxXkEyXkFqcGdeQXVyNjc1MjM1MzI@._V1_QL75_UX190_CR0,28,190,281_.jpg",82.0
Woody Woodpecker Goes to Camp,Jonathan A. Rosenbaum,Mary-Louise Parker,2024,4.5,57.1,TV-G,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BOTYzOTNjNTQtZjVjNy00NTRiLTgxOTUtYThhYTRmOTg4MWUxXkEyXkFqcGdeQXVyMTE2NDA4MDMy._V1_QL75_UY281_CR18,0,190,281_.jpg",100.0
Mr. Holmes,Bill Condon,Ian McKellen,2015,6.8,67.0,PG,Crime,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMTg5MjE0Njk0MF5BMl5BanBnXkFtZTgwNTgwMjQ4NTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",104.0
Charlotte's Web,Gary Winick,Dakota Fanning,2006,6.3,68.0,G,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BMTQ5MTUzMTAzMl5BMl5BanBnXkFtZTcwNTE0NTcyMw@@._V1_QL75_UX190_CR0,1,190,281_.jpg",97.0
PAW Patrol: The Movie,Cal Brunker,Tyler Perry,2021,6.1,50.0,G,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BZDM0ZDM5M2YtNGViMC00NTgyLWJlYTMtYWM4YTQxYmExOTc2XkEyXkFqcGdeQXVyODUwNjEzMzg@._V1_QL75_UY281_CR5,0,190,281_.jpg",86.0
Max,Boaz Yakin,Thomas Haden Church,2015,6.6,47.0,PG,Adventure,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMjA2Nzk0NzIyN15BMl5BanBnXkFtZTgwMjEyNTE5NDE@._V1_QL75_UX190_CR0,1,190,281_.jpg",111.0
Sinbad: Legend of the Seven Seas,Patrick Gilmore,Brad Pitt,2003,6.7,48.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BMTIyMzE1ODI3NF5BMl5BanBnXkFtZTYwMDE3NDc2._V1_QL75_UY281_CR1,0,190,281_.jpg",86.0
Man of the House,James Orr,Chevy Chase,1995,5.2,57.1,PG,Comedy,Family,Family,"https://m.media-amazon.com/images/M/MV5BOGE3MDZhMWYtYmZiMC00N2QwLWI1YTAtNjkwN2MxODU0NGFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg",96.0
The Tiger's Apprentice,Raman Hui,Henry Golding,2024,5.7,55.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BOGFkNTQxZTctMjQ5YS00NWIzLTk5NGQtZDgyZTY5MDA1NWMzXkEyXkFqcGdeQXVyMTM1NjM2ODg1._V1_QL75_UY281_CR11,0,190,281_.jpg",84.0
A Nashville Wish,Demetrius Navarro,Lee Greenwood,2024,5.3,57.1,PG,Drama,Family,Family,"https://m.media-amazon.com/images/M/MV5BN2E3YzdjZDQtMWRlNy00N2RlLTlkNWUtZDYyMGNmOThjNzFhXkEyXkFqcGdeQXVyMTE4NTI5NTA@._V1_QL75_UY281_CR14,0,190,281_.jpg",102.0
Blank Check,Rupert Wainwright,Brian Bonsall,1994,5.3,42.0,PG,Comedy,Crime,Family,"https://m.media-amazon.com/images/M/MV5BNWM4M2QwOWUtNGMwMS00Nzg2LTg0YjktYTU4M2ZhYTMwYTU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,3,190,281_.jpg",93.0
Swiss Family Robinson,Ken Annakin,John Mills,1960,7.1,61.0,Approved,Adventure,Family,Family,"https://m.media-amazon.com/images/M/MV5BZDNkMjY1YzUtNjEyYi00Y2U0LTlhZmYtY2M5M2U3YjAyYTRjXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UX190_CR0,2,190,281_.jpg",126.0
The Fox and the Hound,Ted Berman,Mickey Rooney,1981,7.2,65.0,G,Animation,Adventure,Drama,"https://m.media-amazon.com/images/M/MV5BMDQzZWRlYjctMjE0ZS00NWU5LWE3NzktYzZiNzJiM2UxMDczXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX190_CR0,5,190,281_.jpg",83.0
Captain Underpants: The First Epic Movie,David Soren,Kevin Hart,2017,6.2,69.0,PG,Animation,Action,Adventure,"https://m.media-amazon.com/images/M/MV5BMmQwMzdiOGMtNGZiYS00YjgyLWJlMjItYzQ3Nzc2OGIwYjQwXkEyXkFqcGdeQXVyMzQ1MTM3NjY@._V1_QL75_UX190_CR0,0,190,281_.jpg",89.0
City of Ember,Gil Kenan,Saoirse Ronan,2008,6.4,58.0,PG,Adventure,Drama,Family,"https://m.media-amazon.com/images/M/MV5BMTU3MDE4MDU1Nl5BMl5BanBnXkFtZTcwNDM2NDI5MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",90.0
Hoodwinked!,Cory Edwards,Anne Hathaway,2005,6.5,45.0,PG,Animation,Adventure,Comedy,"https://m.media-amazon.com/images/M/MV5BY2E5MGI2OTAtZDA1Yy00MTg5LTk3OTMtM2ZkNTQwMDAxMGVkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UY281_CR1,0,190,281_.jpg",80.0
Explorers,Joe Dante,Ethan Hawke,1985,6.4,58.0,PG,Adventure,Comedy,Family,"https://m.media-amazon.com/images/M/MV5BNDY0MjJhMmYtNzlkYy00MjQwLWE2Y2UtMjg1MjI2ZjhhMDRiL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,5,190,281_.jpg",109.0
James and the Giant Peach,Henry Selick,Paul Terry,1996,6.7,78.0,PG,Animation,Adventure,Family,"https://m.media-amazon.com/images/M/MV5BMTNkNWIwNGUtNTJlOC00NDU3LTk0NWEtNjNjNDM4NzRiNThkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR1,0,190,281_.jpg",79.0
The Karate Kid Part III,John G. Avildsen,Ralph Macchio,1989,5.3,36.0,PG,Action,Drama,Family,"https://m.media-amazon.com/images/M/MV5BODk0NzA4MTMtNGQ3Zi00OTdlLThiZmQtOTI0YWEyNDFiMTg2XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX190_CR0,1,190,281_.jpg",112.0
Oliver!,Carol Reed,Mark Lester,1968,7.4,74.0,G,Drama,Family,Musical,"https://m.media-amazon.com/images/M/MV5BNWQwNTE4NWQtZDg0MC00ZDhkLWIzMzQtNDU1MDIxZTNmM2M3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UX190_CR0,2,190,281_.jpg",153.0
The Secret of NIMH,Don Bluth,Elizabeth Hartman,1982,7.5,76.0,G,Animation,Adventure,Drama,"https://m.media-amazon.com/images/M/MV5BNDJlM2E1M2QtNTVmNi00MzNhLTlmZTgtMGM0YjYzYzhjM2JmXkEyXkFqcGdeQXVyNTkxMzEwMzU@._V1_QL75_UX190_CR0,7,190,281_.jpg",82.0
